siteID,plotID,collectDate,nitrogenPercent,carbonPercent,uid
ORNL,NA,2022-09-07T16:00:00Z,1.6,47.74,490e09c8-ebec-4fe8-a599-7581c76fc6c8
ORNL,NA,2022-09-07T16:00:00Z,2.66,51.21,48b1bce4-9932-4ee2-b387-6a30e8cadaae
ORNL,NA,2022-09-07T16:00:00Z,2.1,51.27,524d6f28-ffd2-42fc-951c-c72a017d8bd8
ORNL,NA,2022-09-07T16:00:00Z,0.47,49.33,53900d33-88dd-49dd-992b-311ebf1a8e56
ORNL,NA,2022-09-07T16:00:00Z,2.14,50.2,0ffc7c9d-4efd-4210-8ed2-533118892e18
ORNL,NA,2022-09-07T16:00:00Z,0.55,50.27,76fead01-4105-4ad9-a3e0-7709247e97cb
ORNL,NA,2022-10-18T16:00:00Z,0.49,49.19,ad16c113-46b3-420c-880f-dc956359649a
ORNL,ORNL_043,2022-11-03T16:00:00Z,0.62,51.48,7e64fce3-21f1-4f9b-b85c-0b6d63d26108
ORNL,ORNL_051,2022-11-03T16:00:00Z,0.8,48.99,8d0a2803-0e50-4216-b04d-c42adca9b35a
ORNL,ORNL_049,2022-11-03T16:00:00Z,0.67,49.64,4abe1a29-317d-4487-a27f-119423c5bc9a
ORNL,ORNL_053,2022-11-03T16:00:00Z,0.67,50.69,a24e37ee-0405-4c3a-ab32-72d43d9a6523
ORNL,ORNL_045,2022-11-03T16:00:00Z,0.72,51.11,4100535c-38c2-479f-8095-db2c6f51dd34
ORNL,ORNL_037,2022-11-03T16:00:00Z,0.67,50.71,d856a7de-a36a-43ff-baf0-18390618b712
ORNL,ORNL_046,2022-11-03T16:00:00Z,0.45,52.29,d660e9b0-4672-454d-93d6-f018c6e27a19
ORNL,ORNL_045,2022-11-03T16:00:00Z,0.55,52.03,5ee8ee83-8800-4797-ad72-d6dd3db8dfcd
ORNL,ORNL_036,2022-11-03T16:00:00Z,0.7,50.59,c8bea22c-c9c0-4afd-853d-cffc07b7e463
ORNL,ORNL_046,2022-11-03T16:00:00Z,0.69,50.16,cd34b1b5-d34d-4ec4-b3ac-9345cf6d0e0b
ORNL,ORNL_052,2022-11-03T16:00:00Z,0.76,51.85,06e0718e-3edf-47be-b678-19ff62e4400f
ORNL,ORNL_050,2022-11-03T16:00:00Z,0.62,50.68,1fb839dd-5dfe-4014-a869-be6237f3a407
ORNL,ORNL_043,2022-11-03T16:00:00Z,0.5,53.47,92b9182f-0205-4429-be26-834842b26011
